,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
195101,8.19,9.08,9,5.48,1.26,8.3,10.17,7.93,8.5,6.14,10.55,6.23,8.29,9.09,8.76,10.4,7.39,7.34,5.29,7.24,10.17,6.61,4.4,6.74,3.73
195102,-0.98,0.63,-1.71,1.39,4.94,1.48,-0.45,0.66,0.63,5.68,-1.01,0.44,1.13,2.95,1.5,-0.64,-1.24,2.46,1.26,2.48,-4.84,1.76,2.5,2.07,0.74
195103,-6.24,-3.11,-2.8,-3.74,-3.99,-4.51,-3.32,-2.09,-3.42,-4.15,-7.7,-4.21,-3.64,-2.07,-2.96,-4.71,-2.19,-2.46,-3.33,-3.89,-7.37,-3.19,-1.33,-1.53,-1.69
195104,4.78,3.37,2.1,-1.25,4.16,6.09,3.44,2.96,2.66,1.98,4.06,5.26,4.7,3.6,3.84,7.05,5.86,4.66,5.08,3.93,2.02,3.16,1.45,6.11,6.38
195105,-4.66,-2.69,-2.4,-4.33,1.43,-5.44,-2.06,-2.24,-1.75,-1.78,-6.2,-3.38,-2.06,-0.11,-3.06,-5.1,-3.16,-1.55,-0.82,-1.68,-6.02,-0.31,-0.91,-2.23,-2.96
195106,-6.79,-4.32,-3.01,-3.88,-10.45,-6.92,-7.25,-3.98,-3.84,-3.42,-8.74,-6.67,-4.67,-3.63,-3.69,-9.37,-3.29,-5.88,-3.28,-3.67,-9.28,-5.22,-1.52,-0.43,-2.77
195107,5.02,4.79,1.45,3.92,2.66,6.7,7.5,6.38,7.78,3.97,7.14,6.18,6.02,5.55,6.03,11.52,8.4,6.09,7.89,7.62,7.09,8.11,4.33,8.54,6.87
195108,8.17,3.52,7.15,2.99,3.97,4.79,5.6,4.6,7.24,3.42,5.06,5.08,4.81,4.49,4.91,3.05,5.11,3.5,3.41,4.79,2.82,2.87,3.28,3.97,5.56
195109,2.97,3.13,1.86,0.24,1.36,2.83,2,2.88,3.77,3.09,2.83,2.67,3.11,2.03,4.36,2.67,2.19,1.35,3.18,2.33,5.88,0.36,0.87,0.41,-0.03
195110,-2.68,-2.5,-0.54,-3.87,-1.46,-3.43,-3.16,-1.31,-0.68,-2.74,-4.49,-2.88,-0.83,-2.18,-3.96,-2.33,-1.47,-3.01,-2.29,-3.89,-4.7,-1.49,-4.53,-0.73,-3.22
195111,-0.92,-0.71,0.65,0.26,0.49,0.75,-0.08,0.47,0.7,0.45,-0.29,0.26,0.85,2,2.46,2.67,1.05,2.92,2.11,1.02,-0.32,0.43,1.12,0.2,0.51
195112,-0.69,0.18,0.07,3.42,-2.11,-0.44,0.45,2.31,1.81,1.66,-0.47,0.38,0.3,2.26,0.46,3.26,0.03,3.87,1.6,2.07,1.14,1.57,2.8,5.51,4.35
195201,1.68,1.68,1.21,0.68,1,0.19,0.6,2.43,3.52,2.85,-0.51,2.27,0.4,2.06,1.21,-0.99,-0.42,1.45,0.95,3.34,3.87,0.72,0.94,1.89,1.53
195202,-2.93,-2.17,-1.59,-1.77,-0.56,-2.09,-1.22,-1.33,-2.24,-2.51,-1.78,-1.52,-2.8,-1.53,-3.3,0.11,-2.55,-2.22,-1.79,-2.36,-1.59,-0.92,-3.29,-4.48,-2.14
195203,2.47,0.32,2.13,2.12,4.55,3.18,1.45,3.42,2.42,3.38,2.45,2.29,2.9,3.72,3.39,1.33,3.38,3.02,4.74,4.42,2.13,1.24,2.07,6.68,6.63
195204,-3.27,-4.09,-3.93,-4.49,-3.98,-5.55,-3.67,-3.72,-6.57,-2.93,-5.58,-3.35,-3.92,-3.36,-5.28,-4.86,-5.8,-6.01,-4.51,-5.35,-1.46,-1.5,-3.81,-5.47,-6.28
195205,0.15,2.05,0.9,3.24,2.95,0.86,2.62,1.93,2.93,2.62,2.25,2.31,2.93,1.81,4.25,0.55,1.82,3.79,3.58,3.53,1.11,1.71,2.51,3.87,4.48
195206,2.23,2.02,4.04,2.19,6.34,2.57,1.56,1.34,3.27,3.58,1.78,2.97,2.89,3.43,4.43,1.07,2.63,2.92,4.13,5.66,2.57,2.03,4.47,5.2,4.66
195207,1.08,1.2,2.48,0.49,-1.34,0.11,1.45,1.04,1.33,1.35,2.11,0.46,1.15,1.77,0.79,0.32,-0.28,1.36,1.36,2.59,0.07,1.21,1.04,0.78,1.29
195208,0.01,0.06,-0.87,0.09,1.22,0.46,-0.51,1.5,0.87,-0.08,-0.01,-0.7,0.25,0.73,0.09,1,-1.13,-0.38,-0.23,-0.19,1.13,0.62,-0.04,-1.55,-1.27
195209,-0.39,-1.75,-2.15,-2.44,-3.03,-2.97,-0.25,-1.22,-0.83,-2.66,-1.76,-1.33,-2.82,-1.05,-1.11,-1.2,-1.33,-0.84,-2.68,-2.54,-0.55,-0.95,-0.16,-2.99,-2.34
195210,-0.69,-1.54,-1.75,-1.45,-0.16,-1.19,-1.12,-0.35,-2.41,-3.28,-1.06,-0.21,-1.88,-1.97,0.87,-1.68,-1.13,-1.49,-0.44,0.04,2.4,-0.07,-1.36,-0.46,-0.45
195211,3.97,3.96,5.58,4.27,5.57,6.09,4.65,5.04,4.98,5.28,6.62,4.65,6.65,7.45,4.86,3.21,5.57,6.41,6.35,5.55,5.66,4.74,6.69,7.68,5.86
195212,1.44,-0.14,0.8,3.2,2.49,2.31,3.18,2.3,1.28,3.02,3.35,1.42,1.46,1.34,3.28,5.16,2.66,3.97,1.35,2.83,0.78,1.83,2.24,3.4,4.33
195301,5.67,4.12,3.96,3.14,5.51,3.99,3.49,4.18,3.18,4.48,1.4,3.27,2.83,3.36,0.34,1.75,3.16,1.28,-0.08,1.78,4.68,0.98,-0.64,-1.56,-1.42
195302,3.4,1.55,6.62,3.68,1.39,2.86,1.51,0.84,1.82,0.66,2.09,1.11,0.04,1.89,0.25,1.25,1.88,0.69,-0.2,-0.01,2.63,-0.57,-0.9,-0.87,-0.25
195303,-1.51,0.71,-2.85,-2.63,-2.78,-3.47,-0.7,-2.01,-2.07,-2.19,-1.44,-1.54,-0.61,-1.12,-2.07,-2.11,0.59,-0.98,-0.93,-3.65,-3.1,-0.06,-0.57,-1.65,-1.72
195304,-1.88,-2.14,-1.27,-0.94,-2.75,-1.04,-1.06,-2.67,-3.31,-1.53,-1.5,-3.1,-2.17,-1.13,-3.64,-1.89,-1.94,-2.71,-2.27,-2.41,-0.16,-1.13,-1.47,-2.72,-3.89
195305,0.01,0.79,2.37,1.72,3.67,-0.75,0.33,0.71,1.24,1.55,-0.06,0.65,0.27,0.26,0.74,1.91,0.31,0.06,0.34,1.65,-0.43,0.32,0.15,0.48,1.45
195306,-5.28,-2.75,-4.08,-4.43,-6.37,-5.53,-4.4,-2.55,-1.62,-3.99,-4.71,-2.84,-3.04,-3.77,-3,-4.05,-2.68,-2.48,-2.81,-2.97,-2.24,-0.29,-1.54,-2.31,-0.88
195307,1.83,2.26,3.33,0.21,-0.39,-0.27,0.59,2.09,1.96,2.41,2.18,1.25,2.28,0.98,2.23,1.08,1.07,1.56,1.69,0.42,2.85,1.54,2.5,2.76,3.19
195308,-7.44,-1.8,-6.05,-6.74,-5.05,-6.98,-3.8,-5.39,-5.48,-6.25,-6.23,-4.74,-5.98,-5.02,-6.21,-6.67,-3.18,-4.64,-4.64,-6.38,-4.93,-1.7,-2.56,-4.88,-5.35
195309,-3.42,-2.51,-1.08,-2.96,-2.11,-2.34,-1.35,-1.87,-0.44,-1.92,-0.95,-2.15,-0.61,-0.61,-1.35,-1.99,-1.34,-0.34,-0.87,1.15,2.39,0.97,0.2,0.42,0.47
195310,2.56,2.84,1.68,3.88,3.17,3.24,2.89,2.94,3.72,5.02,2.58,2.78,4.7,5.8,4.79,3.28,2.67,4.4,5.05,5.83,0.03,1.92,4.94,5.68,5.96
195311,0.28,1.51,3.05,3.12,3.55,1.68,1.5,3.89,0.83,1.82,2.07,1.22,2.4,0.85,1.63,4.89,1.63,2.83,2.72,3.02,-2.31,1.64,3.11,4.5,3.01
195312,-5.03,-2.45,-1.44,-0.64,-3.57,-4.63,-2.15,-1.48,-0.17,-1.8,-2.45,-2.23,-1.33,-0.57,-0.72,-1.34,-0.43,-0.19,-1.6,0.33,-0.06,-0.02,0.35,-0.09,0.69
195401,11.76,7.77,8.49,6.75,9.07,7.67,5.62,6.94,6.36,8.5,7.9,7.53,7.5,6.08,6.77,6.45,4.72,5.28,7.63,7.76,2.56,4.73,3.33,5.95,6.03
195402,-0.05,0.68,1.45,0.52,0.05,0.87,1.41,0.1,2.71,1.56,0.31,1.98,0.1,2.19,2.87,3.5,1.23,1.78,2.29,2.06,1.44,0.77,1.52,2.09,1.98
195403,1.65,2.54,0.92,3.3,4.92,1.96,2.45,2.05,3.06,3.61,-0.16,2.57,2.12,3.13,2.97,3.87,1.69,2.88,4.63,6.89,1.48,2.28,4.39,5.18,3.57
195404,0.2,-1.02,1.68,1.66,2.46,-0.36,-1.32,1.22,1.88,-1.47,-0.15,1.01,1.23,2.21,2.96,-0.09,-1.11,2.67,4.56,3.77,1.47,2.68,3.59,7.4,6.1
195405,4.81,3.96,4.27,4.99,3.42,3.39,5.27,4.37,4.21,6.71,3.35,3.68,6.25,6.14,6.66,4.78,4.55,3.21,3.28,4.9,0.73,3.26,3.9,2.46,3.34
195406,2.96,2.1,-0.93,2.87,-0.03,0.18,0.14,0.95,1.03,1,0.9,1.43,-0.87,1.41,2.34,2.78,1.29,2.85,0.85,2.09,-0.12,1.97,1.11,0.71,0.9
195407,13.26,8.98,7.97,12.11,6.38,9.11,6.06,5.19,8.3,3.34,8.64,5.16,5.8,5.97,7.3,6.31,6.2,5,7.5,7.6,3.32,4.24,2.82,3.88,7.46
195408,-1.21,1.53,1.23,2.34,-0.12,-1.35,1.07,0.85,-1.18,1.09,-3.24,-0.97,-0.98,-1.93,-0.5,-3.28,-1.85,-2.75,-1.15,-0.23,-1.81,-1.59,-2.18,-3.38,-2.37
195409,2.54,4.11,2.58,3.52,5.22,3.61,3.58,5.74,3.74,6.38,5.83,5,4.19,4.42,2.97,7.08,4.89,2.51,5.72,5.75,2.79,2.72,5.56,8.63,9.55
195410,-0.7,1.89,-0.79,0.92,0.51,-2.46,-0.03,-1.06,-1.52,-1.59,-0.72,-0.84,-0.9,-0.19,1.38,-1.83,-1.45,0.07,-0.52,2.5,-2.01,-1.36,-2.26,-1.79,-1.83
195411,7.61,7.01,9.76,8.46,8.5,9.89,10.53,7.6,8.35,9.16,6.88,11.26,9.32,10.5,10.14,9.3,8.64,8.45,12.11,11.64,6.37,5.28,9.79,11.73,9.53
195412,13.89,11.47,10.65,11.65,9.57,10.35,8.13,8.18,12.12,11.07,8.11,12.47,5.7,8.22,9.9,8.51,5.64,5.82,4.58,7.72,6.06,2.66,4.05,4.59,6.77
195501,4.57,1.08,2.77,1.57,1.28,1.58,2.74,-0.2,2.45,1.89,-0.63,0.97,3.16,-0.03,3.78,-0.15,1.09,0.3,1.06,1.37,-1.09,0.17,0.3,-0.47,1.62
195502,6.95,5.59,5.42,6.44,5.02,4.58,3.26,5.46,4.34,5.66,2.48,2.88,4.4,5.24,6.1,0.56,2.93,3.33,4.91,4.11,0.33,3.14,2.65,3.63,2.37
195503,-0.75,-0.8,-1.06,1.26,4.4,-1.11,1.17,1.61,-1.78,3.19,-1.5,3.88,-0.23,-1.41,-1.19,2.53,-1.82,-0.37,-1.05,-0.16,0.55,-0.54,0.38,0.09,-0.41
195504,1.83,3.65,4.26,3.3,-1.77,2.77,1.95,2.66,1.12,0.17,-0.38,2.08,1.72,4.14,1.6,1.72,3.54,3.08,2.34,1.16,3.71,2.67,3.24,5.49,2.77
195505,-0.9,0.37,0.36,1.37,3.36,2.14,0.51,-0.74,0.85,0.72,2.32,0.11,0.05,1.79,-0.66,-1.67,1.22,1.28,0.21,1.7,0.77,0.76,1.62,2.73,-0.28
195506,1.75,3.54,2.42,4.81,2.36,4.45,1.64,4.16,3.86,2.77,1.07,3.8,3.24,2.78,3.12,0.58,3.4,3.88,5.66,3.56,4.94,1.68,4.35,11.54,7.69
195507,1.77,2.02,-0.49,-0.4,3.48,0.55,0.42,3.67,1.94,-0.73,0.86,1.57,-0.56,0.93,-0.59,0.44,2.37,0.67,0.57,-2.43,2.69,1.54,1.1,4.39,1.39
195508,-1.68,-0.03,1.73,1.29,-0.13,-0.2,-0.05,1.04,-0.61,0.07,0.01,1.25,1.09,1.42,0.19,-2.28,3.76,-0.51,0.5,2.94,0.91,-1.15,1.32,1.26,-0.9
195509,1.04,-0.15,1.56,-0.94,-0.13,-0.64,-0.71,-1.41,-0.64,-1.1,-1.18,0.46,-1.08,-0.41,-1.63,-0.16,-2.5,-1.66,-2.03,-1.94,-0.65,1.57,-0.46,-2.23,1.58
195510,-3.75,-0.44,0.25,-0.21,-0.58,-2.29,-0.75,-1.41,1.28,-2.71,-1.64,-0.7,-0.6,-0.96,-1.49,-3.09,-2.41,-1.32,-1.62,-1.63,-1.9,-1.63,-2.94,-2.04,-3.01
195511,3.38,2.56,3.76,3.96,6.7,6.4,4.13,4.84,5.42,4.68,6.08,6.03,3.49,3.87,7.61,2.87,5.37,5.24,6.92,8.35,3.29,3.23,7.68,6.73,9.48
195512,4.6,2.33,1.3,1.82,-0.7,2.28,0.92,0.97,1.85,1.33,1.39,2.55,1.45,3.25,3.37,1.01,0.86,1.59,1.7,2.46,0.44,0.33,-0.1,2.27,1.76
195601,0.9,-2.18,-1.29,0.98,-0.73,-0.87,-1.57,-2.58,-1.81,-2.52,-3.17,-1.76,-1.83,-2.19,-4.06,-3.41,-1.8,-2.02,-2.85,-4.78,-0.21,-0.94,-2.36,-3.19,-3.57
195602,2.59,3.25,2.7,3.35,3.42,3.47,1.07,4.55,2.11,3.27,3.83,1.62,3.29,3.69,4.86,2.34,4.31,2.71,3.25,5.6,3.98,1.59,4.84,4.38,4.6
195603,2.46,5.25,2.91,4.78,3.56,4.37,4.51,2.13,5.46,3.19,2.69,4.84,5.77,4.03,7.53,1.66,6.16,5.16,5.35,6.57,0.35,2.24,6.84,6.5,8.83
195604,-0.15,0.51,2.37,0.28,-4.7,-1.47,-0.53,2.32,0.08,2.11,-2.11,0.42,-0.04,1.19,0.31,-2.15,0.3,1.27,-0.44,3.19,-0.17,-0.7,-0.15,-0.63,1.9
195605,-5.73,-4.55,-1.68,-4.45,-3.19,-3.53,-4.47,-4.68,-4.46,-5.05,-2.32,-3.98,-3.7,-4,-3.32,-4.08,-4.81,-1.81,-2.83,-4.99,-3.52,-3.6,-5.57,-5.66,-5.58
195606,0.24,1.28,-0.22,1.93,3.27,-0.16,1.23,2.3,1.35,1.05,1.02,2.66,3.18,2.93,3.36,2.88,2.71,1.3,1.89,5.22,0.58,1.83,2.91,2.85,6.55
195607,2.49,2.29,3.43,3.31,1.08,4.26,2.42,2.54,4.28,3.96,3.87,3.33,4.58,4.03,3.13,1.03,4.4,5.02,5.11,5.46,0.93,3.15,4.21,5.95,6.07
195608,-0.32,-1.38,-0.34,-1.27,-2.46,-1.79,-0.84,-0.45,-0.98,-3.14,-2.05,-2.4,-1.01,-2.05,-0.28,-3.9,-2.21,-1.98,-1.68,-3.23,-1.03,-1.75,-3.61,-4.5,-2.93
195609,-3.62,-1.95,-3.14,-0.78,-2.41,-2.34,-1.79,-3.3,-1.86,-2.24,-3.31,-3.47,-2.65,-2.62,-4.36,-3.39,-5.26,-3.59,-3.35,-3.78,-4.55,-4.26,-5.75,-5.41,-5.51
195610,0.03,0.43,0.94,0.69,1.2,0.02,1.34,-1.48,1.64,0.39,0.69,0.84,1.35,1.62,0.1,-0.01,0.58,0.22,1.69,0.49,0.56,-0.19,0.13,0.29,1.63
195611,-0.14,0.75,-1.45,0.01,-1.11,2.11,0,0.2,0.26,-1.34,2.42,1.78,0.22,0.85,1.81,0.92,-1.1,1.63,0.24,0.39,5.08,3.23,1.77,0.9,-1.52
195612,-0.1,0.82,-0.26,3.05,-0.33,3.16,0.82,2.43,2.54,3.07,3.8,1.42,1.66,2.76,3.74,1.67,3.37,1.53,3.88,3.15,6.71,1.4,2.37,4.72,4.06
195701,4.08,3.63,2.02,1.75,2.31,2.28,0.48,2.03,0.84,-0.66,0.63,0.68,0.9,-1.08,-1.09,0.33,-2.62,-0.36,-0.75,-2.09,-3.18,0.59,-3.72,-4.01,-6.17
195702,-2.62,-2.59,-2.85,-2.16,-3.75,-1.66,-1.89,-2.98,-3.34,-3.21,-1.86,-2.03,-2.46,-2.98,-3.76,0.74,-3.17,-2.12,-1.18,-2.68,-1.97,-0.93,-2.05,-1.34,-2.25
195703,0.96,2.04,1.79,4.23,1.95,1.87,3.27,-0.01,1,3.97,3.34,1.72,2.66,3.13,2.44,1.98,2.19,2.76,1.12,2.24,3.46,1.64,2.11,2.91,2.33
195704,3.64,2.23,0.63,1.73,2.01,0.89,1.25,1.06,3.09,2.51,0.97,2.17,2.74,3.14,2.93,1.09,2.12,2.25,5.04,3.78,2.45,2.3,3.96,5.32,6.22
195705,1.48,0,0.15,0.37,0.27,0.34,0.58,2.98,1.61,3.64,1.07,1.2,3.46,0.05,1.91,5.05,0.69,2.83,2.49,2.65,2.76,2.41,2.81,4.14,5.15
195706,0.01,-1.06,-0.9,-0.75,4.28,-1.1,-0.44,-0.04,0.27,-0.67,-1,-1.96,-2.73,-0.01,-0.56,-2.11,-1.33,-3.53,-0.42,0.31,-1.37,-1.63,-2.36,-0.94,1.05
195707,1.63,0.47,1.29,-2.47,1.88,-1.2,0.87,0.48,2.73,-0.45,0.57,1.06,1.22,-0.2,-0.04,0.42,0.86,1.04,0.19,-0.17,-0.33,0.25,1.09,1.16,1.39
195708,-3.42,-4.3,-4.49,-3.87,-4.83,-5.95,-2.69,-4.65,-4.16,-4.5,-5.29,-3.83,-4.78,-5.83,-6.55,-4.07,-3.58,-4.83,-6.08,-7.86,-2.92,-1.19,-3.77,-5.97,-5.5
195709,-4.12,-4.73,-4.73,-5.28,-5.85,-6.52,-3.26,-4.75,-5.02,-5.95,-3.7,-3.25,-5.9,-6.63,-7.52,-3.48,-2.72,-3.39,-7.55,-5.61,-5.22,-3.3,-2.86,-7.24,-6.87
195710,-10.19,-7.14,-8.33,-8.93,-7.36,-9.47,-5.45,-4.97,-7.62,-7.68,-7.44,-4.22,-5.47,-7.48,-6.47,-3.44,-3.02,-3.43,-6.33,-6.72,-3.83,-2.63,-3.18,-3.46,-4.32
195711,0.08,0.88,0.2,1.89,-0.52,-1.06,0.26,0.33,0.29,4.19,2.66,3.03,3.86,1.34,2.14,2.68,3.41,3.67,1.64,3.68,2.33,3.12,2.4,2.27,2.49
195712,-7.33,-4.57,-5.42,-6.3,-7.57,-9.87,-4.31,-4.99,-7.8,-3.93,-4.53,-2.23,-4.47,-8.31,-5.81,-3.72,0.22,-2.12,-6.24,-4.52,-3.66,0.31,-1.06,-5.07,-5.17
195801,17.84,11.22,13.69,13.81,15.97,18.75,10.74,7.92,7.16,12.4,11.47,11.25,9.62,11.5,11.96,11.48,7.91,9.34,9.15,7.2,7.8,4.71,3.54,3.64,3.41
195802,-2.74,-1.88,-3.82,-0.78,-0.78,-1.18,-0.38,-0.01,-1.64,-1.98,-3.26,1.2,0.44,-1.19,-0.48,0.36,0.4,-0.83,-2.35,-1.58,1.25,0.08,-0.73,-2.29,-2.49
195803,3.27,1.05,4.52,6.31,8.26,4.11,3.4,3.27,2.41,6.12,4.23,2.32,3.81,3.45,4.05,6.02,2.68,3.48,4.52,4.75,1.99,1.95,4.08,2.99,3.79
195804,6.08,3.07,0.94,3.43,0.98,5.1,3.92,3.44,2.78,0.12,2.43,2.67,2.3,2.09,1.5,3.03,2.74,4.78,2.24,1.65,1.41,3.2,2.14,3.96,3.5
195805,5.86,5.2,4.26,0.89,6.73,4.65,2.89,3.5,4.77,3.91,4.53,4.02,4.97,2.61,6.33,3.89,1.76,2.32,3.06,4.32,2.02,2.44,2.51,2.5,1.55
195806,3.81,5.65,0.63,4.28,8.95,2.97,2.26,0.34,2.92,5.64,2.63,2.97,1.91,2.34,3.05,2.66,3.56,3.27,3.78,2.98,3.79,1.89,3.01,2.94,3.32
195807,5.57,5.65,6.97,5.18,5.08,4.62,3.91,4.73,4.57,8.49,5.94,3.9,5.6,9.38,7.28,3.48,3.98,3.58,5.19,8.08,1.38,1.36,4.68,6.45,4.17
195808,5.37,3.84,4.13,1.62,0.06,6.16,1.76,3.56,2.61,2.81,2.85,2.71,3.4,2.57,3.88,2.11,0.87,3.03,4.47,3.41,1.3,1.77,0.26,1.86,2.02
195809,5.59,5.22,7.96,8.03,4.62,5.71,4.22,6.46,6.18,6.01,5.84,3.08,5.36,5.56,5.97,6.54,3.73,5.28,3.85,5.2,2.03,4.17,3.94,3.17,5.98
195810,4.65,2.32,1.06,2.48,3.3,6.78,2.14,1.86,3.62,5.35,1.62,1.74,4.75,2.53,4.37,6.35,4.64,2.41,2.53,1.39,3,1.41,2.94,0.62,3.44
195811,5.42,4.36,3.28,5.21,6.09,6.95,3.55,5.73,4.48,4.02,4.95,1.45,2.84,2.46,5.81,3.46,3.72,2.9,6.39,5.9,2.9,2.78,3.64,2.75,2.55
195812,4.13,5.52,3.59,3.51,1.07,2.16,4.64,4.73,3.06,4.05,2.24,4.8,3.16,3.26,2.72,3.54,5.22,4.36,5.64,2.91,2.93,7.97,4.85,4.59,5.86
195901,10.89,5.59,3.15,4.45,5.65,3.91,5.26,5.64,5.57,4.9,5.45,4.58,4.56,4.54,2.08,2.41,2.8,6.15,1.31,1.49,-0.08,2.65,2.97,-1.11,-0.8
195902,3,2.32,5.15,2.96,2.81,4.26,1.92,2.15,1.66,4.69,-0.28,1.18,3.22,5.52,4.34,-0.37,2.79,1.76,2.44,6.65,1.8,3.45,1.41,0.14,-0.93
195903,2.18,0.87,4.07,1.58,1.83,2.71,0.18,1.43,0.75,1.91,0.09,0.47,0.79,-0.69,0.93,0.8,0.97,-0.11,1.92,1.72,1.77,-0.06,0.3,0.44,0.38
195904,0.89,5.56,1.36,2.27,3.71,4.42,0.17,0.96,0.97,3.47,4.89,1.96,1.9,2.4,1.43,3.74,3.22,1.94,3.38,4.76,5.83,3.08,1,4.38,5.24
195905,1.59,2.54,0.02,-0.2,-2.55,1.75,0.76,-0.2,0.54,1.64,1.04,0.21,1.31,1.27,1.55,3.04,2.09,-1.04,1.61,2.45,7.65,0.69,1.79,3.33,2.21
195906,-0.46,-0.29,0.56,-0.27,-3.53,3.11,-0.73,-0.01,-0.02,-0.07,0.84,0.43,-0.68,0.86,2.95,0.78,1.17,-1.02,-0.38,4.66,-1.85,-0.9,-1.38,-0.25,1.24
195907,4.3,2.11,-0.07,4.11,3.78,3.03,3.38,4.8,4.27,2.77,2.76,3.86,3.3,4.14,3.82,2.18,3.13,2.93,2.75,1.14,3.42,1.12,4.81,5.72,3.17
195908,-1.74,-2.92,0.25,1.02,1.49,-1.23,-2.68,-1.75,-0.73,-0.69,-3.33,-0.82,0.34,-0.32,-0.46,-3.28,-0.64,-0.7,-2.39,-2.87,-2.78,-0.54,-0.29,-0.69,-2.31
195909,-6.2,-4.36,-2.46,-3.67,-3.69,-3.33,-5.36,-2.17,-5.37,-2.35,-2.99,-5.13,-4.58,-4.42,-3.78,-3.98,-4.54,-4.66,-5.41,-4.49,-4.84,-2.81,-4.31,-5.45,-4.61
195910,0.25,1.51,2.27,0.82,3.61,3.11,3.55,2.49,0.54,4.39,-0.47,0.51,1.09,2.97,3.9,3.52,1.56,1.19,0.96,5.7,2.5,1.44,1.12,0.51,1.82
195911,1.81,1.06,-0.93,-1.46,-0.75,2.39,1.46,2.71,4.17,3.23,1.83,1.44,0.75,-0.24,1.41,1.05,2.45,2.15,3.46,2.57,0.39,-0.61,3.01,0.43,3.19
195912,2.92,2.86,0.36,2.04,5.34,1.47,1.7,3.49,2.33,3.98,2.1,1.73,1.11,2.9,3.54,1.15,0.23,0.55,1.89,1.69,3.7,2.86,3.42,3.9,2.13
196001,-0.65,-0.19,-0.97,-1.01,-3.66,-3.44,-3.96,-0.44,-3.72,-4.79,-5.92,-4.86,-1.51,-4.71,-6.17,-4.86,-5.56,-4.36,-4.68,-6.75,-8.45,-8.45,-2.72,-8.73,-8.05
196002,2.26,0.02,-3.2,-0.16,0.13,1.22,1.97,0.72,-0.61,3.83,-0.29,1.54,-0.29,-0.28,0.71,-0.82,0.62,1.21,2.07,1.72,0.35,0.13,2.91,0.03,2.14
196003,-2.61,-2.93,-2.32,-3.21,-3.96,-3.58,-3.5,-1.22,-3.58,-4.76,-5.01,-2.84,-0.13,-1.92,-3.68,-5.32,-3.59,-1.99,-0.3,-2.43,-3.43,-3.11,-0.66,-0.67,-0.29
196004,-3.78,-3.47,-2.31,-1.71,-3.32,-3.09,-2.12,-1.49,-1.75,-4.02,-4.43,-3.69,-2.42,-2.08,-1.73,-3.19,-1.49,-0.83,-0.55,-0.7,-0.51,-3.46,-2.06,-2.34,1.4
196005,0.65,-1.01,-0.5,0.69,0.13,2.57,4.7,4.78,3.52,2.55,-0.16,0.78,-0.39,0.85,4.01,0.51,0.14,1.19,3.28,4.67,-1.49,2.28,1.13,2.39,8.39
196006,3.16,1.56,2.98,2.69,4.45,3.36,0.39,1.21,-1.25,2.51,3.31,2.72,2.37,1.02,2.6,0.72,2.44,3.78,2.68,0.44,-0.21,2.73,2.09,1.85,3.51
196007,-2.54,-0.09,-1.15,-0.81,-2.58,-2.67,-2.99,-0.69,-1.23,-2.68,-1.75,-0.25,-0.12,-2.06,-2.53,-2.52,-0.92,0.62,-0.79,-3.2,-1.72,-2.22,-3.75,-1.31,-2.51
196008,6.8,4.62,3.99,5.34,9.56,6.36,4.13,2.46,2.95,2.06,4.29,2.37,6.07,3.24,3.24,2.46,3.09,3.57,4.64,1.28,4.67,3.17,4.24,2.26,2.36
196009,-7.94,-4.99,-4.04,-5.25,-3.89,-9.67,-5.5,-5.88,-4.58,-8.66,-5.93,-4.82,-4.39,-5.34,-7.26,-7.57,-5.33,-4.13,-4.06,-7.42,-2.85,-4.33,-5.21,-6.79,-7.5
196010,-3.31,-1.53,-0.71,-1.18,-6.63,-4.1,-1.71,-3.11,-3.35,-4.27,-0.09,-3.84,-2.44,-1.94,-3.05,-1.73,-0.72,-0.4,-2.05,-2.47,0.55,-0.31,1.88,0.03,-1.61
196011,1.91,2.57,-1.12,3.2,1.08,2.95,4.63,5.94,2.1,5.78,3.65,5.59,3.99,5.56,5.99,6.3,4.44,3.28,5.76,9.63,1.53,2.51,5.42,4.69,6.67
196012,0.9,5.03,1.25,2.36,6.84,1.29,2.79,1.98,6.28,2.04,3.51,3.37,3.47,4.35,4.3,5.05,4.72,5.08,4.03,5.73,3.76,3.4,7.41,4.09,5.29
196101,9.94,9,7.84,8.15,13.72,8.66,12.46,9.2,8.44,9.35,12.71,9.5,7.46,7.24,6.69,11.91,8.11,6.32,8.33,5.25,8.17,8.45,6.35,5.39,4.21
196102,6.67,6.5,5.19,6.03,6.64,7.75,7.9,6.38,7.5,9.52,6.23,5.02,5.21,5.31,7.51,4.12,4.88,6.22,4.62,7.57,-0.36,3.28,3.21,1.98,5.33
196103,4.91,10.45,5.74,6.8,10.55,3.95,5.68,5.62,2.67,8.48,4.87,2.46,4.15,5.19,8.09,4.42,2.79,2.6,3.82,6.62,1.96,1.32,1.19,3.47,3.53
